Region,Office,Client ID,Client Status,Loan Status,Client Score,Status Date
South Rift Region,Naivasha,38405.0,Dormant,Penalties,37.07,2019-08-31
Nairobi Region,Thika,24377.0,Dormant,Penalties,34.89,2018-11-30
Western Region,Mumias,55148.0,Dormant,Penalties,31.04,2020-07-31
Nairobi Region,Kahawa,8835.0,Dormant,Penalties,46.44,2017-10-31
Western Region,Busia,55362.0,Dormant,Penalties,32.13,2020-05-31
South Rift AgriBiz,Londiani,55089.0,Dormant,Pending Renewal,56.49,2021-02-28
North Rift Region,Iten,80806.0,Inactive,Pending Renewal,,2020-11-30
Western Region,Kisumu,55167.0,Inactive,Pending Renewal,,2019-04-30
South Rift Region,Kericho,42695.0,Dormant,Penalties,41.02,2019-12-31
Nairobi Region,Thika,2542.0,Dormant,Pending Renewal,45.64,2016-08-31
Eastern Region,Wote,76720.0,Active,Penalties,50.06,2020-10-31
South Rift AgriBiz,Ndunyu Njeru,38162.0,Dormant,Penalties,18.67,2020-05-31
Nairobi Region,Ngong Road,42217.0,Dormant,Penalties,43.4,2019-11-30
Nairobi Region,Kariobangi,30402.0,Dormant,Penalties,50.81,2019-08-31
Nairobi Region,Kahawa,11743.0,Dormant,Penalties,1.43,2017-11-30
South Rift Region,Nakuru,13886.0,Dormant,Penalties,13.36,2019-12-31
South Rift Region,Nakuru,12376.0,Dormant,Penalties,37.03,2019-03-31
Nairobi Region,Kiambu,33536.0,Dormant,Pending Renewal,36.77,2019-04-30
Coast Region,Malindi,73493.0,Dormant,Penalties,26.95,2021-02-28
Nairobi Region,Kiambu,23316.0,Dormant,Pending Renewal,75.15,2018-08-31
North Rift Region,Eldoret1,38720.0,Dormant,Penalties,27.19,2019-08-31
North Rift Region,Kitale,24851.0,Dormant,Penalties,46.36,2019-06-30
Nairobi Region,Kiambu,38264.0,Dormant,Penalties,43.15,2019-08-31
Nairobi Region,Kariobangi,56912.0,Dormant,Penalties,25.97,2020-06-30
North Rift Region,Eldoret1,28562.0,Dormant,Penalties,37.81,2019-03-31
Western Region,Kisumu,55443.0,Dormant,Penalties,23.53,2020-09-30
Eastern Region,Wote,67698.0,Dormant,Penalties,31.88,2020-12-31
South Rift Region,Kericho,56093.0,Dormant,Penalties,10.89,2020-04-30
North Rift Region,Kitale,24372.0,Dormant,Pending Renewal,36.6,2020-10-31
Nairobi Region,Embakasi,3025.0,Dormant,Penalties,28.96,2016-06-30
North Rift Region,Nandi Hills,15572.0,Dormant,Penalties,61.64,2021-02-28
Western Region,Mbale,62293.0,Dormant,Penalties,0.15,2020-07-31
South Rift Region,Nakuru,14039.0,Dormant,Penalties,20.45,2018-03-31
Eastern Region,Wote,82819.0,Active,Penalties,46.18,2021-02-28
South Rift Region,Narok,77353.0,Dormant,Penalties,15.54,2021-02-28
Coast Region,Kilifi,60971.0,Inactive,Pending Renewal,,2019-07-31
North Rift Region,Eldoret1,12070.0,Dormant,Penalties,56.37,2018-05-31
Western Region,Kisumu,57288.0,Dormant,Penalties,19.8,2020-05-31
Nairobi Region,Kiambu,16104.0,Dormant,Penalties,51.38,2021-02-28
North Rift Region,Kitale,56296.0,Dormant,Penalties,29.18,2020-04-30
Nairobi Region,Kahawa,49341.0,Dormant,Penalties,40.48,2020-03-31
North Rift Region,Eldoret3,65740.0,Dormant,Penalties,43.77,2020-10-31
Nairobi Region,Rongai,59900.0,Dormant,Penalties,32.21,2020-07-31
South Rift Region,Kericho,9382.0,Dormant,Penalties,41.77,2017-09-30
Coast Region,Ukunda,39472.0,Dormant,Penalties,2.82,2019-07-31
Nairobi Region,Embakasi,2521.0,Dormant,Penalties,24.55,2016-04-30
South Rift AgriBiz,Londiani,79428.0,Active,P+I In Default,,2020-10-31
Nairobi Region,Kahawa,8547.0,Dormant,Penalties,58.16,2017-09-30
South Rift Region,Naivasha,7770.0,Dormant,Penalties,13.51,2017-05-31
Nairobi Region,Kariobangi,85371.0,New,P+I Current,,2021-02-28
Western Region,Kisumu,62784.0,Dormant,Penalties,19.77,2020-08-31
South Rift AgriBiz,Keringet,58550.0,Dormant,Pending Renewal,64.92,2021-02-28
Nairobi Region,Kiambu,3195.0,Dormant,Penalties,41.0,2020-07-31
Central AgriBiz,Githunguri,30716.0,Dormant,Penalties,39.38,2020-01-31
South Rift Region,Kericho,6330.0,Dormant,Penalties,38.11,2021-02-28
Eastern Region,Emali,85434.0,New,P+I In Default,,2021-02-28
North Rift Region,Eldoret1,25009.0,Dormant,Pending Renewal,37.77,2018-10-31
Western Region,Kakamega,58306.0,Dormant,Pending Renewal,61.44,2020-06-30
Coast Region,Mombasa,53703.0,Dormant,Penalties,24.81,2020-04-30
Eastern Region,Machakos,79606.0,Active,Penalties,1.31,2020-12-31
North Rift Region,Eldoret1,10247.0,Dormant,Penalties,11.9,2017-08-31
Coast Region,Mombasa,25785.0,Dormant,Penalties,44.24,2020-08-31
South Rift Region,Litein,24820.0,Dormant,Penalties,2.16,2018-10-31
Nairobi Region,Rongai,24743.0,Dormant,Penalties,20.63,2018-12-31
Nairobi Region,Kiambu,40279.0,Dormant,Penalties,58.05,2019-11-30
Western Region,Mumias,49879.0,Dormant,Penalties,42.48,2020-06-30
Nairobi Region,Ngong Road,16038.0,Dormant,Penalties,33.26,2018-05-31
South Rift Region,Nakuru,10239.0,Dormant,Pending Renewal,21.4,2017-08-31
Coast Region,Mtwapa,52846.0,Dormant,Penalties,37.81,2020-11-30
Coast Region,Ukunda,60349.0,Dormant,Penalties,30.97,2020-06-30
Coast Region,Mtwapa,80656.0,Active,Penalties,1.31,2021-01-31
North Rift Region,Kapsabet,73500.0,Dormant,Penalties,25.52,2021-02-28
South Rift Region,Nakuru,27191.0,Dormant,Pending Renewal,75.15,2018-12-31
Coast Region,Mariakani,37274.0,Dormant,Pending Renewal,46.01,2019-06-30
Coast Region,Mtwapa,16198.0,Dormant,Penalties,41.98,2018-06-30
North Rift Region,Eldoret1,22528.0,Dormant,Penalties,0.15,2018-07-31
Eastern Region,Machakos,71156.0,Dormant,Penalties,8.9,2020-12-31
South Rift AgriBiz,Ndunyu Njeru,46394.0,Dormant,Penalties,32.52,2020-09-30
Eastern Region,Wote,69563.0,Dormant,Penalties,8.9,2020-11-30
Nairobi Region,Limuru,60660.0,Dormant,Penalties,37.81,2020-07-31
South Rift Region,Narok,63377.0,Dormant,Penalties,0.5,2020-09-30
Western Region,Mbale,80462.0,Active,Penalties,32.13,2021-01-31
North Rift Region,Kapenguria,33676.0,Dormant,Pending Renewal,75.15,2019-04-30
South Rift Region,Bomet,76856.0,Active,P+I In Default,,2020-09-30
South Rift Region,Litein,75582.0,Active,Penalties,22.03,2020-10-31
North Rift Region,Iten,35635.0,Dormant,Penalties,0.69,2019-05-31
North Rift Region,Eldoret3,37313.0,Dormant,Penalties,23.8,2019-06-30
South Rift Region,Kericho,11201.0,Dormant,Penalties,13.07,2017-10-31
South Rift Region,Molo,31926.0,Dormant,Penalties,29.28,2019-03-31
Nairobi Region,Ngong Road,10324.0,Dormant,Penalties,35.04,2019-12-31
South Rift Region,Kericho,80324.0,Active,P+I In Default,,2020-10-31
North Rift Region,Eldoret2,33446.0,Dormant,Pending Renewal,65.51,2019-05-31
South Rift Region,Naivasha,10056.0,Dormant,Penalties,40.91,2020-07-31
South Rift AgriBiz,Nakuru AgriBiz,52951.0,Dormant,Penalties,43.71,2021-01-31
Nairobi Region,Kiambu,70729.0,Active,Penalties,39.25,2021-02-28
Nairobi Region,Ngong Road,56782.0,Dormant,Penalties,4.63,2020-06-30
Western Region,Busia,49536.0,Inactive,Pending Renewal,,2019-02-28
Nairobi Region,Limuru,66802.0,Dormant,Penalties,18.73,2020-09-30
Coast Region,Mtwapa,78348.0,Active,Penalties,51.49,2021-02-28
North Rift Region,Kitale,76750.0,Active,Penalties,31.26,2020-10-31
North Rift Region,Kitale,40934.0,Dormant,Penalties,31.06,2019-09-30
South Rift Region,Narok,51670.0,Dormant,Penalties,10.81,2020-04-30
South Rift Region,Litein,79500.0,Active,Penalties,29.35,2020-11-30
South Rift Region,Naivasha,34471.0,Dormant,Penalties,33.78,2019-06-30
South Rift AgriBiz,Maili Nne,38242.0,Dormant,Pending Renewal,71.1,2020-05-31
South Rift Region,Bomet,48722.0,Dormant,Penalties,33.69,2020-02-29
North Rift Region,Eldoret2,6875.0,Dormant,Penalties,34.54,2017-06-30
Coast Region,Mombasa,70188.0,Inactive,Pending Renewal,,2019-11-30
South Rift Region,Narok,49787.0,Inactive,Pending Renewal,,2019-02-28
Western Region,Bungoma,77137.0,Dormant,Penalties,1.31,2021-02-28
Central AgriBiz,Gatundu,63078.0,Dormant,P+I In Default,,2020-10-31
Western Region,Kakamega,56629.0,Dormant,Penalties,51.99,2020-10-31
North Rift Region,Iten,36199.0,Dormant,Penalties,26.34,2019-09-30
South Rift AgriBiz,Londiani,74862.0,Active,Pending Renewal,53.55,2020-08-31
North Rift Region,Eldoret1,42033.0,Dormant,Penalties,25.5,2019-08-31
Nairobi Region,Thika,37776.0,Dormant,Penalties,21.58,2019-08-31
Western Region,Kakamega,85461.0,New,P+I Current,75.23,2021-02-28
North Rift Region,Eldoret1,20343.0,Inactive,Pending Renewal,,2017-06-30
North Rift Region,Eldoret3,50551.0,Dormant,Penalties,24.96,2020-05-31
Eastern Region,Machakos,77031.0,Active,Penalties,7.86,2021-01-31
North Rift Region,Eldoret3,44600.0,Dormant,Penalties,29.11,2020-04-30
Nairobi Region,Kariobangi,11446.0,Dormant,Penalties,25.99,2017-12-31
North Rift Region,Nandi Hills,33294.0,Dormant,Penalties,23.32,2019-04-30
North Rift Region,Eldoret1,7372.0,Dormant,Penalties,40.93,2017-06-30
South Rift Region,Molo,47101.0,Active,P+I In Default,43.98,2020-10-31
Coast Region,Malindi,29226.0,Dormant,Penalties,32.6,2020-01-31
Coast Region,Mtwapa,13064.0,Dormant,Pending Renewal,48.46,2020-04-30
Coast Region,Mtwapa,68057.0,Dormant,Penalties,20.25,2020-12-31
Coast Region,Ukunda,79367.0,Active,P+I In Default,56.22,2021-02-28
Nairobi Region,Rongai,66209.0,Dormant,Penalties,20.17,2020-09-30
Coast Region,Changamwe,45232.0,Dormant,Penalties,0.15,2019-10-31
North Rift Region,Eldoret2,83820.0,Active,P+I Current,69.43,2021-02-28
Eastern Region,Mwingi,42878.0,Active,Penalties,44.26,2021-02-28
South Rift Region,Litein,76737.0,Active,P+I In Default,35.52,2020-09-30
South Rift AgriBiz,Londiani,71393.0,Active,Penalties,36.57,2021-01-31
Nairobi Region,Kariobangi,56284.0,Dormant,Penalties,8.9,2020-04-30
South Rift Region,Bomet,46351.0,Dormant,Penalties,25.84,2019-12-31
Nairobi Region,Ngong Road,7167.0,Dormant,Penalties,50.67,2017-06-30
Coast Region,Mariakani,40136.0,Dormant,Pending Renewal,75.46,2019-09-30
North Rift Region,Kitale,48961.0,Dormant,Penalties,22.8,2020-03-31
South Rift Region,Nakuru,47242.0,Dormant,Penalties,28.86,2020-01-31
South Rift Region,Naivasha,20176.0,Dormant,Penalties,29.62,2019-01-31
South Rift AgriBiz,Londiani,70679.0,Active,Penalties,53.58,2021-02-28
Nairobi Region,Ngong Road,19395.0,Dormant,Penalties,15.46,2018-06-30
South Rift Region,Narok,65431.0,Dormant,Penalties,29.29,2020-10-31
Coast Region,Malindi,43100.0,Dormant,Pending Renewal,39.6,2021-02-28
North Rift Region,Kitale,47275.0,Dormant,Penalties,0.15,2019-11-30
Western Region,Kakamega,60705.0,Dormant,Penalties,35.32,2020-08-31
Central AgriBiz,Githunguri,73621.0,Active,P+I Current,67.83,2021-02-28
Nairobi Region,Thika,17000.0,Dormant,Penalties,16.49,2018-06-30
South Rift Region,Kericho,8390.0,Dormant,Penalties,8.15,2017-06-30
South Rift AgriBiz,Londiani,56619.0,Dormant,Pending Renewal,60.94,2020-12-31
Nairobi Region,Thika,51336.0,Dormant,Pending Renewal,60.67,2021-02-28
Western Region,Mumias,82941.0,Active,P+I In Default,44.47,2021-02-28
North Rift Region,Eldoret2,67011.0,Dormant,Penalties,37.81,2020-10-31
Nairobi Region,Embakasi,10215.0,Dormant,Penalties,23.92,2017-10-31
North Rift Region,Eldoret2,80630.0,Active,Penalties,33.88,2021-01-31
South Rift Region,Litein,17667.0,Dormant,Penalties,0.5,2018-05-31
South Rift Region,Kericho,22784.0,Dormant,Penalties,49.87,2019-03-31
South Rift AgriBiz,Ndunyu Njeru,58207.0,Dormant,Penalties,49.18,2021-02-28
Nairobi Region,Thika,56788.0,Dormant,Penalties,42.83,2020-06-30
Coast Region,Malindi,41491.0,Dormant,Penalties,41.24,2019-10-31
Nairobi Region,Kahawa,10973.0,Dormant,Penalties,31.18,2017-11-30
North Rift Region,Kapsowar,75581.0,Active,Penalties,53.17,2020-11-30
Coast Region,Changamwe,45505.0,Dormant,Penalties,0.15,2019-10-31
Nairobi Region,Kiambu,70883.0,Dormant,Penalties,32.77,2021-02-28
Eastern Region,Kitui,57593.0,Active,P+I Current,53.6,2021-02-28
North Rift Region,Kapsabet,62886.0,Active,P+I Current,65.57,2021-02-28
Western Region,Mbale,76899.0,Active,Penalties,60.14,2021-02-28
Coast Region,Mombasa,75518.0,Active,Penalties,62.43,2021-02-28
Nairobi Region,Kahawa,40775.0,Dormant,Penalties,52.57,2019-09-30
North Rift Region,Eldoret3,45493.0,Dormant,Penalties,31.78,2019-12-31
North Rift Region,Eldoret2,58822.0,Dormant,Penalties,41.42,2020-05-31
Nairobi Region,Ngong Road,79232.0,Active,Penalties,43.92,2020-10-31
North Rift Region,Kitale,74564.0,Dormant,Penalties,10.56,2020-10-31
South Rift AgriBiz,Maili Nne,25904.0,Dormant,P+I In Default,,2020-04-30
Nairobi Region,Kiambu,8845.0,Dormant,Penalties,14.9,2017-06-30
South Rift Region,Narok,84701.0,New,P+I In Default,,2021-02-28
Western Region,Bungoma,49228.0,Active,Penalties,41.84,2020-11-30
Nairobi Region,Kariobangi,70447.0,Dormant,Penalties,0.18,2020-11-30
North Rift Region,Eldoret1,12395.0,Inactive,Pending Renewal,,2016-12-31
North Rift Region,Eldoret2,10767.0,Dormant,Penalties,55.83,2018-03-31
Nairobi Region,Kariobangi,80689.0,Active,P+I In Default,69.63,2021-02-28
Western Region,Bungoma,64593.0,Dormant,Penalties,40.41,2021-02-28
North Rift Region,Kapsowar,74990.0,Dormant,Penalties,49.31,2020-10-31
North Rift Region,Eldoret2,83287.0,Active,P+I Current,47.39,2021-02-28
North Rift Region,Iten,23817.0,Dormant,Penalties,49.11,2019-03-31
Coast Region,Ukunda,26700.0,Dormant,Penalties,53.92,2019-08-31
Nairobi Region,Embakasi,22997.0,Dormant,Penalties,0.15,2018-08-31
Nairobi Region,Kahawa,7033.0,Dormant,Penalties,57.13,2019-12-31
North Rift Region,Kapenguria,17920.0,Inactive,Pending Renewal,,2017-05-31
Nairobi Region,Thika,2581.0,Dormant,Penalties,45.06,2018-03-31
Western Region,Mumias,84062.0,Active,Penalties,52.71,2021-02-28
Nairobi Region,Embakasi,6547.0,Dormant,Penalties,26.21,2017-06-30
Nairobi Region,Kariobangi,736.0,Dormant,Pending Renewal,75.15,2016-03-31
North Rift Region,Kapenguria,73964.0,Active,P+I In Default,68.89,2021-02-28
Western Region,Bungoma,56019.0,Dormant,Penalties,20.9,2020-06-30
South Rift AgriBiz,Maili Nne,85200.0,New,P+I Current,,2021-02-28
Nairobi Region,Ngong Road,11892.0,Dormant,Penalties,6.65,2017-11-30
South Rift Region,Narok,84444.0,New,P+I Current,51.65,2021-02-28
Western Region,Busia,84568.0,New,P+I In Default,,2021-02-28
North Rift Region,Eldoret2,6021.0,Dormant,Penalties,48.64,2018-11-30
North Rift Region,Kapenguria,37045.0,Dormant,Penalties,24.84,2019-08-31
Nairobi Region,Ngong Road,33483.0,Dormant,Penalties,0.15,2019-04-30
North Rift Region,Eldoret3,55772.0,Dormant,Penalties,26.4,2020-05-31
South Rift Region,Litein,41523.0,Dormant,Penalties,0.48,2019-08-31
Coast Region,Mariakani,52944.0,Dormant,Penalties,36.77,2020-11-30
Coast Region,Voi,50454.0,Dormant,Penalties,25.47,2020-02-29
Nairobi Region,Ngong Road,8275.0,Dormant,Pending Renewal,38.33,2017-06-30
Nairobi Region,Embakasi,12836.0,Dormant,Penalties,53.2,2018-04-30
South Rift Region,Nakuru,10095.0,Dormant,Penalties,0.15,2017-08-31
South Rift Region,Nakuru,16411.0,Dormant,Penalties,36.02,2018-10-31
North Rift Region,Kitale,77108.0,Active,Penalties,20.25,2020-11-30
South Rift Region,Narok,48152.0,Dormant,Penalties,57.93,2020-03-31
South Rift AgriBiz,Keringet,68851.0,Active,Penalties,39.68,2021-02-28
North Rift Region,Eldoret2,7754.0,Dormant,Penalties,52.0,2017-06-30
Nairobi Region,Limuru,14801.0,Dormant,Penalties,41.1,2018-05-31
South Rift AgriBiz,Londiani,55376.0,Dormant,Penalties,37.28,2021-02-28
Nairobi Region,Kariobangi,23902.0,Dormant,Penalties,23.89,2018-10-31
Western Region,Busia,73579.0,Dormant,Pending Renewal,10.61,2021-02-28
Nairobi Region,Kariobangi,11513.0,Dormant,Penalties,37.07,2018-05-31
Nairobi Region,Embakasi,1709.0,Dormant,Penalties,45.0,2016-05-31
South Rift Region,Nakuru,24918.0,Dormant,Penalties,0.15,2018-10-31
Eastern Region,Matuu,51626.0,Dormant,Penalties,58.3,2021-02-28
Nairobi Region,Thika,40816.0,Dormant,Penalties,0.15,2019-08-31
Coast Region,Changamwe,51490.0,Dormant,Penalties,22.68,2020-05-31
South Rift Region,Bomet,28712.0,Dormant,Penalties,24.48,2019-03-31
Coast Region,Ukunda,85541.0,New,P+I Current,,2021-02-28
Eastern Region,Wote,78979.0,Active,Pending Renewal,42.19,2020-12-31
Nairobi Region,Kahawa,8730.0,Dormant,Penalties,31.54,2018-02-28
Coast Region,Mariakani,28643.0,Dormant,Penalties,24.63,2019-02-28
South Rift Region,Nakuru,231.0,Dormant,Penalties,20.94,2016-02-29
Nairobi Region,Rongai,9836.0,Dormant,Penalties,14.69,2017-08-31
Coast Region,Mariakani,53831.0,Dormant,Penalties,42.76,2020-06-30
Western Region,Busia,76783.0,Active,P+I Current,51.79,2021-02-28
Eastern Region,Mwingi,69987.0,Dormant,Pending Renewal,34.18,2021-02-28
Nairobi Region,Kahawa,59314.0,Dormant,Penalties,28.66,2020-08-31
South Rift Region,Naivasha,28776.0,Dormant,Penalties,41.05,2019-08-31
South Rift Region,Kericho,35582.0,Dormant,Penalties,1.96,2019-05-31
South Rift Region,Molo,31673.0,Dormant,Penalties,10.5,2019-03-31
South Rift Region,Nakuru,10551.0,Dormant,Pending Renewal,55.87,2017-09-30
North Rift Region,Eldoret2,13176.0,Dormant,Penalties,38.25,2018-06-30
North Rift Region,Eldoret2,15203.0,Active,Penalties,71.11,2021-01-31
Eastern Region,Machakos,65385.0,Active,P+I In Default,25.15,2021-02-28
North Rift Region,Iten,47732.0,Dormant,Penalties,4.92,2020-12-31
South Rift AgriBiz,Nakuru AgriBiz,65467.0,Active,P+I In Default,50.68,2021-02-28
Coast Region,Mtwapa,55146.0,Dormant,Penalties,0.15,2020-08-31
South Rift Region,Narok,22055.0,Dormant,Penalties,24.5,2019-08-31
Coast Region,Mariakani,30505.0,Dormant,Penalties,17.5,2019-05-31
South Rift Region,Nyahururu,35899.0,Dormant,Penalties,33.19,2021-02-28
North Rift Region,Kitale,11286.0,Dormant,Penalties,50.27,2018-03-31
South Rift Region,Litein,37781.0,Dormant,Pending Renewal,55.16,2019-06-30
Nairobi Region,Embakasi,39176.0,Dormant,Penalties,0.23,2019-07-31
Western Region,Mbale,74789.0,Dormant,Penalties,1.31,2020-10-31
South Rift Region,Nyahururu,36402.0,Dormant,Penalties,32.75,2019-10-31
Western Region,Busia,50519.0,Dormant,Penalties,44.09,2020-07-31
South Rift AgriBiz,Keringet,57966.0,Active,P+I In Default,74.92,2021-02-28
North Rift Region,Eldoret2,35039.0,Dormant,Penalties,33.88,2019-06-30
Coast Region,Voi,50105.0,Dormant,Penalties,29.91,2020-03-31
North Rift Region,Eldoret1,40138.0,Dormant,Penalties,25.78,2019-07-31
North Rift Region,Kapenguria,83197.0,Active,P+I In Default,,2020-12-31
Coast Region,Ukunda,14151.0,Dormant,Pending Renewal,59.45,2018-04-30
Coast Region,Malindi,43685.0,Dormant,Penalties,32.38,2019-09-30
North Rift Region,Eldoret3,71815.0,Dormant,Penalties,18.43,2021-02-28
South Rift AgriBiz,Londiani,70535.0,Active,Penalties,56.08,2021-02-28
Coast Region,Mombasa,13624.0,Dormant,Penalties,40.57,2018-04-30
Coast Region,Kilifi,55418.0,Dormant,Penalties,22.86,2020-05-31
Central AgriBiz,Githunguri,45941.0,Dormant,Pending Renewal,56.45,2021-02-28
North Rift Region,Kitale,35946.0,Dormant,Penalties,0.15,2019-05-31
South Rift AgriBiz,Maili Nne,27782.0,Dormant,P+I Current,60.91,2020-12-31
Nairobi Region,Thika,25146.0,Dormant,Penalties,28.81,2018-10-31
North Rift Region,Kapenguria,82643.0,Active,P+I In Default,71.92,2021-02-28
Nairobi Region,Ngong Road,40656.0,Dormant,Penalties,23.1,2019-08-31
Eastern Region,Matuu,81065.0,Active,Penalties,62.48,2021-01-31
Coast Region,Mtwapa,31015.0,Dormant,Penalties,35.15,2019-04-30
South Rift AgriBiz,Keringet,69495.0,Active,P+I Current,69.45,2021-02-28
South Rift Region,Kericho,80790.0,Active,Penalties,34.09,2021-01-31
South Rift Region,Litein,18125.0,Dormant,Penalties,32.3,2018-07-31
Nairobi Region,Ngong Road,7445.0,Dormant,Penalties,32.34,2017-07-31
Nairobi Region,Rongai,3824.0,Dormant,Penalties,41.52,2016-12-31
Nairobi Region,Ngong Road,4388.0,Dormant,Penalties,31.54,2017-11-30
Nairobi Region,Limuru,26048.0,Dormant,Penalties,28.62,2018-11-30
Nairobi Region,Limuru,11973.0,Dormant,Penalties,49.44,2018-05-31
Western Region,Bungoma,63236.0,Dormant,Penalties,0.15,2020-08-31
South Rift Region,Kericho,78250.0,Active,Penalties,24.49,2020-12-31
North Rift Region,Iten,57157.0,Dormant,Penalties,32.37,2020-06-30
Nairobi Region,Kahawa,8061.0,Dormant,Penalties,61.1,2017-06-30
Coast Region,Malindi,65846.0,Dormant,Penalties,39.35,2020-10-31
Nairobi Region,Rongai,48212.0,Dormant,Pending Renewal,66.27,2019-12-31
South Rift AgriBiz,Maili Nne,85796.0,New,P+I Current,,2021-02-28
Coast Region,Kilifi,80083.0,Active,P+I In Default,52.33,2021-02-28
Nairobi Region,Kiambu,69629.0,Dormant,Penalties,0.15,2020-11-30
South Rift Region,Molo,43838.0,Dormant,Penalties,0.15,2019-09-30
South Rift AgriBiz,Londiani,56616.0,Dormant,Pending Renewal,52.8,2020-12-31
Central AgriBiz,Githunguri,62423.0,Dormant,P+I In Default,,2020-12-31
South Rift AgriBiz,Londiani,68220.0,Active,Penalties,54.99,2021-02-28
South Rift Region,Bomet,76467.0,Active,Penalties,52.25,2021-02-28
Eastern Region,Machakos,80922.0,Active,P+I In Default,22.92,2020-12-31
Eastern Region,Matuu,52530.0,Dormant,Penalties,35.03,2020-05-31
Western Region,Mbale,67456.0,Dormant,Penalties,33.34,2020-11-30
South Rift AgriBiz,Nakuru AgriBiz,59851.0,Dormant,Pending Renewal,55.98,2021-02-28
Nairobi Region,Kariobangi,16254.0,Dormant,Penalties,38.08,2019-11-30
Eastern Region,Machakos,62349.0,Dormant,Penalties,40.31,2020-12-31
Coast Region,Mtwapa,28580.0,Dormant,Penalties,39.05,2019-06-30
South Rift AgriBiz,Keringet,73211.0,Dormant,P+I In Default,14.05,2021-02-28
Nairobi Region,Embakasi,19109.0,Dormant,Penalties,43.83,2018-05-31
Nairobi Region,Embakasi,38017.0,Dormant,Penalties,17.55,2019-06-30
South Rift AgriBiz,Maili Nne,37225.0,Dormant,Penalties,47.57,2021-02-28
Central AgriBiz,Gatundu,78068.0,Active,P+I Current,54.02,2021-02-28
Coast Region,Voi,75365.0,Dormant,Penalties,17.03,2020-12-31
Nairobi Region,Embakasi,15229.0,Dormant,Penalties,26.48,2018-05-31
South Rift Region,Naivasha,74372.0,Dormant,Penalties,21.38,2020-10-31
Nairobi Region,Kariobangi,11659.0,Inactive,Pending Renewal,,2016-11-30
North Rift Region,Iten,14488.0,Active,Pending Renewal,68.64,2021-02-28
South Rift Region,Kericho,6953.0,Dormant,Penalties,55.23,2017-05-31
Nairobi Region,Embakasi,49199.0,Dormant,Penalties,37.53,2020-04-30
South Rift AgriBiz,Maili Nne,48701.0,Active,P+I In Default,42.67,2021-01-31
Coast Region,Mombasa,25296.0,Dormant,Penalties,27.13,2018-11-30
North Rift Region,Kapenguria,42622.0,Dormant,Penalties,13.84,2019-10-31
Coast Region,Ukunda,43005.0,Dormant,Pending Renewal,62.03,2019-10-31
Coast Region,Malindi,78795.0,Active,Penalties,53.38,2021-01-31
Western Region,Kisumu,60425.0,Dormant,Penalties,37.46,2020-07-31
Coast Region,Changamwe,38750.0,Active,P+I In Default,51.04,2021-02-28
Nairobi Region,Kariobangi,4284.0,Dormant,Penalties,12.9,2017-02-28
South Rift Region,Litein,23381.0,Dormant,Penalties,15.99,2018-10-31
North Rift Region,Eldoret1,35866.0,Dormant,Penalties,29.51,2020-02-29
Western Region,Busia,83830.0,Active,P+I Current,76.31,2021-02-28
Eastern Region,Kitui,79708.0,Active,Penalties,30.01,2021-02-28
Nairobi Region,Thika,21303.0,Dormant,Penalties,13.18,2018-07-31
South Rift Region,Naivasha,33072.0,Dormant,Penalties,0.15,2019-04-30
Western Region,Busia,51747.0,Dormant,Penalties,27.91,2020-06-30
South Rift Region,Bomet,19937.0,Dormant,Pending Renewal,75.15,2018-06-30
Nairobi Region,Limuru,42485.0,Dormant,Penalties,24.51,2019-08-31
North Rift Region,Eldoret3,79172.0,Active,Penalties,36.63,2020-11-30
South Rift AgriBiz,Ndunyu Njeru,11297.0,Dormant,Penalties,13.51,2020-03-31
Coast Region,Mtwapa,25304.0,Dormant,Penalties,38.99,2018-12-31
South Rift AgriBiz,Keringet,67915.0,Active,P+I In Default,58.71,2021-02-28
South Rift Region,Kericho,85081.0,New,P+I Current,,2021-02-28
South Rift Region,Litein,83554.0,Inactive,Pending Renewal,,2021-02-28
Nairobi Region,Kahawa,39369.0,Dormant,Penalties,0.15,2019-12-31
Coast Region,Ukunda,26233.0,Dormant,Penalties,31.43,2019-01-31
Nairobi Region,Kiambu,3331.0,Dormant,Penalties,45.2,2017-12-31
Coast Region,Mtwapa,16199.0,Dormant,Pending Renewal,57.45,2018-04-30
South Rift Region,Nyahururu,50592.0,Inactive,Pending Renewal,,2019-02-28
Western Region,Kisumu,52719.0,Dormant,Penalties,29.27,2020-03-31
South Rift Region,Litein,63859.0,Dormant,Penalties,0.5,2020-09-30
South Rift AgriBiz,Ndunyu Njeru,79005.0,Active,P+I In Default,54.76,2021-02-28
South Rift Region,Narok,34478.0,Dormant,Pending Renewal,48.5,2019-05-31
Western Region,Mumias,81406.0,Active,P+I Current,67.29,2021-02-28
Eastern Region,Wote,83873.0,Active,P+I In Default,9.34,2021-02-28
Nairobi Region,Kahawa,8551.0,Dormant,Penalties,37.95,2020-05-31
North Rift Region,Kitale,12158.0,Dormant,Penalties,0.15,2017-12-31
Nairobi Region,Ngong Road,32836.0,Dormant,Penalties,11.1,2019-04-30
South Rift AgriBiz,Ndunyu Njeru,22393.0,Dormant,P+I Current,33.33,2020-05-31
Nairobi Region,Ngong Road,25253.0,Dormant,Penalties,33.24,2018-10-31
Central AgriBiz,Githunguri,45061.0,Dormant,P+I In Default,,2020-03-31
Nairobi Region,Rongai,35771.0,Dormant,Penalties,33.36,2019-06-30
